COGID	CATALAN_REF	CATALAN_SEQ	FRENCH_REF	FRENCH_SEQ	ITALIAN_REF	ITALIAN_SEQ	LATIN_REF	LATIN_SEQ	PORTUGUESE_REF	PORTUGUESE_SEQ	ROMANIAN_REF	ROMANIAN_SEQ	SPANISH_REF	SPANISH_SEQ
THAW_(DEW)_3882					ʃ ɔ ʎː i e r z i	ʃ ɔ ʎː i e r z i								
THAW_(DEW)_3883			d e ʒ l e	d e ʒ l e										
THAW_(DEW)_3884	f u n ð ɾ ə s	f u n ð ɾ ə s												
THEN_3885													e n t o n θ e s	e n t o n θ e s
THEN_3886									d ə p o j ʃ	d ə p o j ʃ				
THEN_3887			ɑ̃ s ɥ i t	ɑ̃ s ɥ i t										
THEN_3888													l w e ɣ o	l w e ɣ o
THEN_3889											a p o j	a p o j		
THEN_3890									ẽ t ɐ̃ w	ẽ t ɐ̃ w				
THEN_3891							d ɛ ɪ n d ɛ	d ɛ ɪ n d ɛ						
THEN_3892					a lː o r a	a lː o r a								
THEN_3893			p ɥ i	p ɥ i										
THEN_3894	d̪ ə s p ɾ e s	d̪ ə s p ɾ e s												
THERE_3895	ə ʎ i	ə ʎ i	- l a	l a	- l i	l i			ɐ l i	ɐ l i				
THERE_3896													a ʝ i	a ʝ i
THERE_3897							ɪ b ɪ	ɪ b ɪ						
THERE_3898											a k o l o	a k o l o		
THERE_3899			l a b a	l a b a										
THEY_3900	ɛ ʎ ə s	ɛ ʎ ə s	ɛ l - -	ɛ l					e l ə ʃ	e l ə ʃ			e ʝ o s	e ʝ o s
THEY_3901							- ɪ - - - jː	ɪ jː			d ɨ n ʃ i j	d ɨ n ʃ i j		
THEY_3902							ɪ lː iː	ɪ lː iː						
THEY_3903					l o r o	l o r o								
THICK_3904	g ɾ - u ʃ u t̪	g ɾ u ʃ u t̪					k r - a sː ʊ s	k r a sː ʊ s	g r - o s u -	g r o s u	g r - o s - -	g r o s	g ɾ w e s o -	g ɾ w e s o
THICK_3905					s p e sː o	s p e sː o								
THICK_3906			e p ɛ	e p ɛ										
THIGH_3907					f ɛ m o r e	f ɛ m o r e	f ɛ m ʊ r -	f ɛ m ʊ r						
THIGH_3908	k u ʃ ə	k u ʃ ə							k o ʃ ɐ	k o ʃ ɐ				
THIGH_3909			k ɥ i s	k ɥ i s										
THIGH_3910													m u z l o	m u z l o
THIGH_3911											k o a p s ə	k o a p s ə		
THING_3919	k ɔ - z ə	k ɔ z ə			k o - z a	k o z a			k o j z ɐ	k o j z ɐ			k o - s a	k o s a
THING_3920											k e s t j e	k e s t j e		
THING_3921											l u k r u	l u k r u		
THING_3922							r eː s	r eː s						
THING_3923			ʃ oː z	ʃ oː z										
THINK_(REFLECT)_3924	p ə n z a - -	p ə n z a	p ɑ̃ - s e - -	p ɑ̃ s e	p e n z a r e	p e n z a r e			p ẽ - s a r -	p ẽ s a r			p e n s a ɾ -	p e n s a ɾ
THINK_(REFLECT)_3925											g ɨ n dʲ	g ɨ n dʲ		
THINK_(REFLECT)_3926							k oː g ɪ t aː r ɛ	k oː g ɪ t aː r ɛ						
THIN_(OF_SHAPE_OF_OBJECT)_3912									d ɛ lˠ ɣ a ð u	d ɛ lˠ ɣ a ð u			d e l ɣ a ð o	d e l ɣ a ð o
THIN_(OF_SHAPE_OF_OBJECT)_3913							t ɛ n ʊ ɪ s	t ɛ n ʊ ɪ s						
THIN_(OF_SHAPE_OF_OBJECT)_3914													f i n o	f i n o
THIN_(OF_SHAPE_OF_OBJECT)_3915											s u b ts i r e	s u b ts i r e		
THIN_(OF_SHAPE_OF_OBJECT)_3916					s o tː i l e	s o tː i l e								
THIN_(OF_SHAPE_OF_OBJECT)_3917			m ɛ̃ː s	m ɛ̃ː s										
THIN_(OF_SHAPE_OF_OBJECT)_3918	p ɾ i m	p ɾ i m												
THIN_(SLIM)_3401	ə s β ɛ lˠ - -	ə s β ɛ lˠ	- s v ɛ l t -	s v ɛ l t					i ʒ β ɛ lˠ t u	i ʒ β ɛ lˠ t u	- z v e l t -	z v e l t	e z β e l t o	e z β e l t o
THIN_(SLIM)_3402					s l a n tʃ a t o	s l a n tʃ a t o								
THIN_(SLIM)_3403							p r oː k eː r ʊ s	p r oː k eː r ʊ s						
THIN_(SLIM)_3404					z n e lː o	z n e lː o								
THIRD_3927	t̪ ə ɾ s - - - ɛ -	t̪ ə ɾ s ɛ			t e r ts - - - o -	t e r ts o	t ɛ r t ɪ - - ʊ s	t ɛ r t ɪ ʊ s	t ə r s e j r u -	t ə r s e j r u			t e ɾ θ e - ɾ o -	t e ɾ θ e ɾ o
THIRD_3928											t r e j l e a	t r e j l e a		
THIRD_3929			t ʁ w ɑ z j ɛ m	t ʁ w ɑ z j ɛ m										
THIRTY_3930	t̪ ɾ ɛ - - n̪ t̪ ə	t̪ ɾ ɛ n̪ t̪ ə	t ʁ ɑ̃ː - - - t -	t ʁ ɑ̃ː t	t r e - - n t a	t r e n t a	t r iː g ɪ n t aː	t r iː g ɪ n t aː	t r ĩ - - - t ɐ	t r ĩ t ɐ			t ɾ e - i n t a	t ɾ e i n t a
THIRTY_3931											t r e j z e tʃʲ	t r e j z e tʃʲ		
THIS_3932					k w e s t o	k w e s t o			- - i ʃ t u	i ʃ t u			- - e s t o	e s t o
THIS_3933											a tʃ e s t a	a tʃ e s t a		
THIS_3934							h ɔ k	h ɔ k						
THIS_3935					tʃ ɔ	tʃ ɔ								
THIS_3936			s ə s i	s ə s i										
THIS_3937	ə k ɛ s	ə k ɛ s												
THITHER_(THERE_TO)_3938			p aː ʁ - l a	p aː ʁ l a					p a r a l a	p a r a l a				
THITHER_(THERE_TO)_3939					l a	l a			l a	l a				
THITHER_(THERE_TO)_3940	i	i	i	i										
THITHER_(THERE_TO)_3941													a θ j a + a ʝ i	a θ j a + a ʝ i
THITHER_(THERE_TO)_3942													a ʝ i	a ʝ i
THITHER_(THERE_TO)_3943											d i n k o l o	d i n k o l o		
THITHER_(THERE_TO)_3944							ɛ oː	ɛ oː						
THOUGHT_3947			i d - - e	i d e	i d e - a	i d e a			i ð e j ɐ	i ð e j ɐ			i ð e - a	i ð e a
THOUGHT_3948	p ə n z ə m - ɛ n̪ - -	p ə n z ə m ɛ n̪							p ẽ - s ɐ m - ẽ - t u	p ẽ s ɐ m ẽ t u			p e n s a m j e n t o	p e n s a m j e n t o
THOUGHT_3949											g ɨ n d	g ɨ n d		
THOUGHT_3950			p ɑ̃ s e	p ɑ̃ s e										
THOUGHT_3951					p e n z i e r o	p e n z i e r o								
THOUGHT_3952											k u dʒ e t	k u dʒ e t		
THOUGHT_3953							s ɛ n t ɛ n t ɪ a	s ɛ n t ɛ n t ɪ a						
THOUSAND_76	m i lˠ -	m i lˠ	m i l -	m i l	m i lː e	m i lː e	m iː lː ɛ	m iː lː ɛ	m i lˠ -	m i lˠ			m i l -	m i l
THOUSAND_77											m j e	m j e		
THOU_3945	t̪ u	t̪ u	t y	t y	t u	t u	t uː	t uː	t u	t u	t u	t u	t u	t u
THOU_3946			t w a	t w a										
THREAD_3954	f i lˠ -	f i lˠ	f i l -	f i l	f i l o	f i l o	f iː lˠ ʊ̃	f iː lˠ ʊ̃	f i w -	f i w				
THREAD_3955													j l o	j l o
THREAD_3956											a ts ə	a ts ə		
THREE_3957	t̪ ɾ - ɛ s	t̪ ɾ ɛ s	t ʁ w ɑ -	t ʁ w ɑ	t r - e -	t r e	t r - eː s	t r eː s	t r - e ʃ	t r e ʃ	t r - e j	t r e j	t ɾ - e s	t ɾ e s
THROAT_3958									g ɐ r ɣ ɐ̃ - t ɐ	g ɐ r ɣ ɐ̃ t ɐ			g a ɾ ɣ a n t a	g a ɾ ɣ a n t a
THROAT_3959	g ɔ ɾ ʒ ə	g ɔ ɾ ʒ ə	g ɔ ʁ ʒ -	g ɔ ʁ ʒ										
THROAT_3960	g ɔ lˠ ə	g ɔ lˠ ə			g o l a	g o l a								
THROAT_3961											b e r e g a t ə	b e r e g a t ə		
THROAT_3962							ɪ ʊ gʷ lˠ ʊ m s	ɪ ʊ gʷ lˠ ʊ m s						
THROUGH_3963	p ɛ -	p ɛ	p aː ʁ	p aː ʁ	p e r	p e r	p ɛ r	p ɛ r	p u r	p u r			p o ɾ	p o ɾ
THROUGH_3964									- - ɐ t r ɐ v ɛ ʃ + d ə	ɐ t r ɐ v ɛ ʃ + d ə			a + - t ɾ a β e s + ð e	a + t ɾ a β e s + ð e
THROUGH_3965			a t ʁ a v ɛ ʁ - -	a t ʁ a v ɛ ʁ	a tː r a v e r z o	a tː r a v e r z o								
THROUGH_3966											p r i n	p r i n		
THROW_3967	ʎ ə n s a - -	ʎ ə n s a	l ɑ̃ - s e - -	l ɑ̃ s e	l a n tʃ a r e	l a n tʃ a r e			l ɐ̃ - s a r -	l ɐ̃ s a r			l a n θ a ɾ -	l a n θ a ɾ
THROW_3968					dʒ e tː a r e	dʒ e tː a r e							- e tʃ a ɾ -	e tʃ a ɾ
THROW_3969											a r u n k a	a r u n k a		
THROW_3970							ɪ a k ɛ r ɛ	ɪ a k ɛ r ɛ						
THROW_3971			ʒ ə t e	ʒ ə t e										
THUNDER_(VERB)_3972	t̪ ɾ u - n - - a - - -	t̪ ɾ u n a	t - ɔ - n e - - - - -	t ɔ n e	t - o - n a - - r e -	t o n a r e	t - ɔ - n aː - - r ɛ -	t ɔ n aː r ɛ	t r o - v e ʒ a r - -	t r o v e ʒ a r	t - u - n a - - - - -	t u n a	t ɾ o - n - - a ɾ - -	t ɾ o n a ɾ
THUNDER_3972			t - ɔ - n ɛː - - ʁ - -	t ɔ n ɛː ʁ	t - u o n o - - - - -	t u o n o	t - ɔ - n ɪ t - r ʊ s	t ɔ n ɪ t r ʊ s			t - u - n e t - - - -	t u n e t		
THUNDER_3973	t̪ ɾ - - - ɔ	t̪ ɾ ɔ											t ɾ w e n o	t ɾ w e n o
THUNDER_3974									t r u v ɐ̃ w	t r u v ɐ̃ w				
THURSDAY_53													x w e β e s	x w e β e s
THURSDAY_54											ʒ o j	ʒ o j		
THURSDAY_55									k ĩ t ɐ f e j r ɐ	k ĩ t ɐ f e j r ɐ				
THURSDAY_56							d ɪ eː s + ɪ ɔ w ɪ s	d ɪ eː s + ɪ ɔ w ɪ s						
THURSDAY_57					dʒ o v e d i	dʒ o v e d i								
THURSDAY_58			ʒ ø d i	ʒ ø d i										
THURSDAY_59	d̪ i ʒ ɔ w s	d̪ i ʒ ɔ w s												
TIE_3975	ʎ i ɣ a - -	ʎ i ɣ a			l e g a r e	l e g a r e	lˠ ɪ g aː r ɛ	lˠ ɪ g aː r ɛ	l i ɣ a r -	l i ɣ a r	l e g a - -	l e g a		
TIE_3976			l j e	l j e										
TIE_3977													a t a ɾ	a t a ɾ
TIE_3978			a t a ʃ e	a t a ʃ e										
TIE_3979					b e n d a r e	b e n d a r e								
TIE_UP_(TETHER)_3980	- ʎ i ɣ - - a	ʎ i ɣ a			a tː a kː a r e	a tː a kː a r e	a lː ɪ g aː r ɛ	a lː ɪ g aː r ɛ			- l e g - - a	l e g a		
TIE_UP_(TETHER)_3981									ɐ t a r	ɐ t a r			a t a ɾ	a t a ɾ
TIE_UP_(TETHER)_3982			a t a ʃ e	a t a ʃ e										
TIME_3983	t̪ - ə m p - s	t̪ ə m p s			t - e m p o -	t e m p o	t - ɛ m p ʊ s	t ɛ m p ʊ s	t - ẽ - p u -	t ẽ p u			t j e m p o -	t j e m p o
TIME_3984											v r e m e	v r e m e		
TIME_3985											t i m p	t i m p		
TIME_3986			t ɑ̃	t ɑ̃										
TINKLE_3987					t i n t i nː a - r e	t i n t i nː a r e			t i - - - n i - r -	t i n i r			t i n t i n e a ɾ -	t i n t i n e a ɾ
TINKLE_3988											z ə n g ə nʲ	z ə n g ə nʲ		
TINKLE_3989							k r ɛ p aː r ɛ	k r ɛ p aː r ɛ						
TINKLE_3990			k l i k t e	k l i k t e										
TINKLE_3991	d̪ ɾ i n ɣ a	d̪ ɾ i n ɣ a												
TIP_(OF_OBJECT)_3992	p u n̪ t̪ ə	p u n̪ t̪ ə			p u n t a	p u n t a			p õ - t ɐ	p õ t ɐ			p u n t a	p u n t a
TIP_(OF_OBJECT)_3993											k r e ʃ t e t	k r e ʃ t e t		
TIP_(OF_OBJECT)_3994			p w ɛ̃ t	p w ɛ̃ t										
TIP_(OF_OBJECT)_3995											v ɨ r f	v ɨ r f		
TIP_(OF_OBJECT)_3996							k a k uː m ɛ n	k a k uː m ɛ n						
TIP_(OF_OBJECT)_3997			s i m	s i m										
TODAY_3998											a s t ə zʲ	a s t ə zʲ		
TODAY_3999													o i	o i
TODAY_4000											a zʲ	a zʲ		
TODAY_4001									o ʒ ə	o ʒ ə				
TODAY_4002							h ɔ d ɪ eː	h ɔ d ɪ eː						
TODAY_4003					o d dʒ i	o d dʒ i								
TODAY_4004			o ʒ u ʁ d ɥ i	o ʒ u ʁ d ɥ i										
TODAY_4005	ə β u j	ə β u j												
TOE_4006	d̪ i t̪ - + d̪ ə lˠ + p - ɛ w -	d̪ i t̪ + d̪ ə lˠ + p ɛ w			d i t o + d e l + p i e d e	d i t o + d e l + p i e d e			d e ð u + d u - + p - ɛ - -	d e ð u + d u + p ɛ			d e ð o + ð e l + p j e - -	d e ð o + ð e l + p j e
TOE_4007			d w a d ə p j e	d w a d ə p j e										
TOE_4008											d e dʒ e t + d e + l a + p i tʃ j o r	d e dʒ e t + d e + l a + p i tʃ j o r		
TOE_4009							d ɪ g ɪ t ʊ s	d ɪ g ɪ t ʊ s						
TOE_4010			ɔ ʁ t ɛ j	ɔ ʁ t ɛ j										
TOGETHER_4011									ʒ ũ - t u ʃ	ʒ ũ t u ʃ			x u n t o s	x u n t o s
TOGETHER_4012											ɨ m p r e w n ə	ɨ m p r e w n ə		
TOGETHER_4013					i n z i e m e	i n z i e m e								
TOGETHER_4014			ɑ̃ s ɑ̃ː b l ə	ɑ̃ s ɑ̃ː b l ə										
TOGETHER_4015	ʒ u n̪	ʒ u n̪												
TOGETHER_4016							uː n aː	uː n aː						
TOMORROW_4017					d o m a n i	d o m a n i			- ɐ m ɐ ɲ ɐ̃	ɐ m ɐ ɲ ɐ̃				
TOMORROW_4018	d̪ ə m a	d̪ ə m a	d ə m ɛ̃	d ə m ɛ̃										
TOMORROW_4019													m a ɲ a n a	m a ɲ a n a
TOMORROW_4020											m ɨ j n e	m ɨ j n e		
TOMORROW_4021							k r aː s	k r aː s						
TONE_(MUSIC)_4022	t̪ ɔ - -	t̪ ɔ	t ɔ̃ - -	t ɔ̃	t o n o	t o n o			t õ - -	t õ	t o n -	t o n	t o n o	t o n o
TONE_(MUSIC)_4023							s ɔ n ʊ s	s ɔ n ʊ s						
TONGUE_4024	ʎ ɛ n ɣ w ə	ʎ ɛ n ɣ w ə			l i ŋ g u a	l i ŋ g u a	lˠ ɪ ŋ gʷ - a	lˠ ɪ ŋ gʷ a	l ĩ - g w ɐ	l ĩ g w ɐ			l e ŋ g w a	l e ŋ g w a
TONGUE_4025											l i m b ə	l i m b ə		
TONGUE_4026			l ɑ̃ː g	l ɑ̃ː g										
TOOTH_4027	d̪ - ɛ - n̪ -	d̪ ɛ n̪	d - ɑ̃ - - -	d ɑ̃	d - e n t e	d e n t e			d - ẽ - t ə	d ẽ t ə	d - i n t e	d i n t e	d j e n t e	d j e n t e
TOOTH_4028							d ẽː s	d ẽː s						
TOUCH_4029	t̪ u - k - - a	t̪ u k a	t u - ʃ - - e	t u ʃ e	t o - kː a r e	t o kː a r e	t a ŋ g ɛ r ɛ	t a ŋ g ɛ r ɛ	t u - k a r -	t u k a r			t o - k a ɾ -	t o k a ɾ
TOUCH_4030											a t i n dʒ e	a t i n dʒ e		
TOWEL_4031											ʃ t e r g a r	ʃ t e r g a r		
TOWEL_4032			e s ɥ i m ɛ̃	e s ɥ i m ɛ̃										
TOWEL_4033													t o a ʝ a	t o a ʝ a
TOWEL_4034											p r o s o p	p r o s o p		
TOWEL_4035									t w a ʎ ɐ	t w a ʎ ɐ				
TOWEL_4036							m a n t eː lˠ ɛ	m a n t eː lˠ ɛ						
TOWEL_4037					a ʃː u g a m a n o	a ʃː u g a m a n o								
TOWEL_4038			s ɛ ʁ v j ɛ t	s ɛ ʁ v j ɛ t										
TOWEL_4039	t̪ u β ə ʎ ɔ lˠ ə	t̪ u β ə ʎ ɔ lˠ ə												
TOWN_4040	s i w t̪ a t̪ -	s i w t̪ a t̪	s i - t - - e	s i t e					s i - ð a ð ə	s i ð a ð ə				
TOWN_4041							ɔ pː ɪ d ʊ̃	ɔ pː ɪ d ʊ̃						
TOWN_4042			v i l	v i l										
TOWN_4043													θ j u ð a ð	θ j u ð a ð
TOWN_4044											o r a ʃ	o r a ʃ		
TOWN_4045							ʊ r b s	ʊ r b s						
TOWN_4046					tʃ i tː a	tʃ i tː a								
TRANSLATE_4052	t̪ ɾ ə ð u j - - -	t̪ ɾ ə ð u j	t ʁ a d - ɥ iː ʁ -	t ʁ a d ɥ iː ʁ	t r a d - - u rː e	t r a d u rː e			t r ɐ ð u z i r -	t r ɐ ð u z i r	t r a d u tʃ e - -	t r a d u tʃ e	t ɾ a ð u θ i ɾ -	t ɾ a ð u θ i ɾ
TRANSLATE_4053							w ɛ r t ɛ r ɛ	w ɛ r t ɛ r ɛ						
TRAP_(PITFALL)_4054	t̪ ɾ a m p ə	t̪ ɾ a m p ə											t ɾ a m p a	t ɾ a m p a
TRAP_(PITFALL)_4055											k a p k a n ə	k a p k a n ə		
TRAP_(PITFALL)_4056											k u r s ə	k u r s ə		
TRAP_(PITFALL)_4057									a r m a ð i ʎ a	a r m a ð i ʎ a				
TRAP_(PITFALL)_4058							p ɛ d ɪ k a	p ɛ d ɪ k a						
TRAP_(PITFALL)_4059					t r a pː o l a	t r a pː o l a								
TRAP_(PITFALL)_4060			p j ɛː ʒ	p j ɛː ʒ										
TREE_4061	a ɾ β - ɾ ə	a ɾ β ɾ ə	a ʁ b - ʁ ə	a ʁ b ʁ ə			a r b ɔ r -	a r b ɔ r	a r v u r ə	a r v u r ə	a r b o r e	a r b o r e	a ɾ β o l -	a ɾ β o l
TREE_4062					a l b e r o	a l b e r o								
TREE_4063											k o p a k	k o p a k		
TREE_TRUNK_4074	t̪ ɾ ɔ - ŋ - -	t̪ ɾ ɔ ŋ	t ʁ ɔ̃ - - - -	t ʁ ɔ̃	t r o ŋ k o -	t r o ŋ k o	t r ʊ ŋ k ʊ s	t r ʊ ŋ k ʊ s	t r õ - k u -	t r õ k u			t ɾ o ŋ k o -	t ɾ o ŋ k o
TREE_TRUNK_4075											t u l p i n ə	t u l p i n ə		
TROUSERS_4066	p ə n̪ t̪ ə lˠ ɔ n s	p ə n̪ t̪ ə lˠ ɔ n s	p ɑ̃ - t a l ɔ̃ - -	p ɑ̃ t a l ɔ̃							p a n t a l o nʲ -	p a n t a l o nʲ	p a n t a l o n -	p a n t a l o n
TROUSERS_4067					k a l ts o n i	k a l ts o n i			k a lˠ s - - ɐ	k a lˠ s ɐ				
TROUSERS_4068							b r aː k a ɛ	b r aː k a ɛ						
TRUE_4069	β ə ɾ t̪ ə ð - - - ɛ	β ə ɾ t̪ ə ð ɛ							v ə r ð ɐ ð e j r u	v ə r ð ɐ ð e j r u			b e ɾ ð a ð e - ɾ o	b e ɾ ð a ð e ɾ o
TRUE_4070			v - ʁ ɛ -	v ʁ ɛ	v e r o -	v e r o	w eː r ʊ s	w eː r ʊ s						
TRUE_4071	β ə ɾ i t̪ a b lˠ ə	β ə ɾ i t̪ a b lˠ ə	v e ʁ i t a b l ə	v e ʁ i t a b l ə										
TRUE_4072													b e ɾ i ð i k o	b e ɾ i ð i k o
TRUE_4073											a d e v ə r a t	a d e v ə r a t		
TRUTH_4076	β ə ɾ i t̪ a t̪ -	β ə ɾ i t̪ a t̪	v e ʁ i t e - -	v e ʁ i t e	v e r i t a - -	v e r i t a	w eː r ɪ t aː s -	w eː r ɪ t aː s	v ə r - ð a ð ə	v ə r ð a ð ə			b e ɾ - ð a ð -	b e ɾ ð a ð
TRUTH_4077											a d e v ə r	a d e v ə r		
TRY_4078	i n̪ t̪ ə n̪ - t̪ a - -	i n̪ t̪ ə n̪ t̪ a			- - t e n - t a r e	t e n t a r e	- - t ɛ m p t aː r ɛ	t ɛ m p t aː r ɛ	- - t ẽ - - t a r -	t ẽ t a r			i n t e n - t a ɾ -	i n t e n t a ɾ
TRY_4079											ɨ n tʃ e r k a	ɨ n tʃ e r k a		
TRY_4080							k oː n aː r iː	k oː n aː r iː						
TRY_4081			e s ɛ j e	e s ɛ j e										
TUBE_2814	t̪ u p - -	t̪ u p	t y b - -	t y b	t u b o -	t u b o	t ʊ b ʊ s	t ʊ b ʊ s			t u b - -	t u b	t u β o -	t u β o
TUBE_2815											ts e a v ə	ts e a v ə		
TUBE_2816			t ɥ i j o	t ɥ i j o										
TUBE_2817									k a n u	k a n u				
TUESDAY_60			m a ʁ d i - -	m a ʁ d i	m a r t e d i	m a r t e d i					m a r tsʲ - - -	m a r tsʲ	m a ɾ t e s -	m a ɾ t e s
TUESDAY_61									t e r s ɐ f e j r ɐ	t e r s ɐ f e j r ɐ				
TUESDAY_62							d ɪ eː s + m aː r t ɪ s +	d ɪ eː s + m aː r t ɪ s +						
TUESDAY_63	d̪ i m a ɾ ts	d̪ i m a ɾ ts												
TUMBLE_(FALL_DOWN)_4082					k a d e r - e	k a d e r e	k a d ɛ r - ɛ	k a d ɛ r ɛ					k a - e ɾ s e	k a e ɾ s e
TUMBLE_(FALL_DOWN)_4083											k ə d e a + ʒ o s	k ə d e a + ʒ o s		
TUMBLE_(FALL_DOWN)_4084									k ɐ i r	k ɐ i r				
TUMBLE_(FALL_DOWN)_4085			t ɔ̃ b e	t ɔ̃ b e										
TUMBLE_(FALL_DOWN)_4086	k ə w ɾ ə s	k ə w ɾ ə s												
TURN_(SOMETHING)_4094					v o l t a r e	v o l t a r e	w ɛ r t ɛ r ɛ	w ɛ r t ɛ r ɛ	v ɔ lˠ t a r -	v ɔ lˠ t a r				
TURN_(SOMETHING)_4095					dʒ i r a r e	dʒ i r a r e			v i r a r -	v i r a r				
TURN_(SOMETHING)_4096													b o l β e ɾ	b o l β e ɾ
TURN_(SOMETHING)_4097											ɨ n t o a r tʃ e	ɨ n t o a r tʃ e		
TURN_(SOMETHING)_4098			ʁ ə t u ʁ n e	ʁ ə t u ʁ n e										
TURN_(SOMETHING)_4099	ʒ i ɾ a	ʒ i ɾ a												
TWELVE_4106	d̪ ɔ dz ə	d̪ ɔ dz ə	d uː z -	d uː z					d o z ə	d o z ə			d o θ e	d o θ e
TWELVE_4107					d o - d i tʃ i	d o d i tʃ i	d ʊ ɔ d ɛ k ɪ̃	d ʊ ɔ d ɛ k ɪ̃						
TWELVE_4108											d o w ə s p r e z e tʃ e	d o w ə s p r e z e tʃ e		
TWENTY_4109					v e - - n t i	v e n t i	w ɪ g ɪ n t iː	w ɪ g ɪ n t iː					b e - i n t e	b e i n t e
TWENTY_4110	β i n̪ -	β i n̪	v - - ɛ̃	v ɛ̃					v ĩ t ə	v ĩ t ə				
TWENTY_4111											d o w ə z e tʃʲ	d o w ə z e tʃʲ		
TWIG_4112	r a m - - -	r a m	ʁ a m o - -	ʁ a m o	r a m o - -	r a m o	r aː m ʊ s -	r aː m ʊ s			r a m u r ə	r a m u r ə	ɾ a m o - -	ɾ a m o
TWIG_4113											k r e a n g ə	k r e a n g ə		
TWIG_4114									ɣ a ʎ u	ɣ a ʎ u				
TWINKLE_3521					ʃ i n t i lː a r e	ʃ i n t i lː a r e			s ĩ - t i l a r -	s ĩ t i l a r				
TWINKLE_3522							m ɪ k aː r ɛ	m ɪ k aː r ɛ						
TWINKLE_3523													tʃ i s p e a ɾ	tʃ i s p e a ɾ
TWINKLE_3524											s k ɨ n t e j a	s k ɨ n t e j a		
TWINKLE_3525					b r i lː a r e	b r i lː a r e								
TWINKLE_3526			e t ɛ̃ s l e	e t ɛ̃ s l e										
TWINKLE_3527	ə s p u ɾ n ə ʒ a	ə s p u ɾ n ə ʒ a												
TWO_4115	d̪ ɔ - s -	d̪ ɔ s	d ø - - -	d ø	d u - - e	d u e	d ʊ - - ɔ	d ʊ ɔ	d o j ʃ -	d o j ʃ	d o j - -	d o j	d o - s -	d o s
UNCLE_4116					ts i o	ts i o							t i o	t i o
UNCLE_4117	ɔ ŋ k lˠ ə	ɔ ŋ k lˠ ə	ɔ̃ː - k l ə	ɔ̃ː k l ə										
UNCLE_4118							a w ʊ ŋ k ʊ lˠ ʊ s	a w ʊ ŋ k ʊ lˠ ʊ s						
UNCLE_4119											u n kʲ	u n kʲ		
UNCLE_4120									t i w	t i w				
UNCLE_4121							p a t r ʊ ʊ s	p a t r ʊ ʊ s						
UNDERSTAND_4128	ə n̪ t̪ ɛ n - ð - ɾ ə	ə n̪ t̪ ɛ n ð ɾ ə	ɑ̃ - t - - ɑ̃ː d - ʁ ə	ɑ̃ t ɑ̃ː d ʁ ə	i n t ɛ n - d e r e	i n t ɛ n d e r e	ɪ n t ɛ lː ɛ g ɛ r ɛ	ɪ n t ɛ lː ɛ g ɛ r ɛ	ẽ - t - - ẽ d e r -	ẽ t ẽ d e r			e n t e n - d e ɾ -	e n t e n d e ɾ
UNDERSTAND_4129			k ɔ̃ - p ʁ - ɑ̃ː - d - ʁ ə	k ɔ̃ p ʁ ɑ̃ː d ʁ ə	k o m p r - ɛ n d e r e	k o m p r ɛ n d e r e			k õ - p r j ẽ - d e r -	k õ p r j ẽ d e r			k o m p ɾ - e n d e ɾ -	k o m p ɾ e n d e ɾ
UNDERSTAND_4130											ɨ n ts e l e dʒ e	ɨ n ts e l e dʒ e		
UNDRESS_3805													k i t a ɾ s e	k i t a ɾ s e
UNDRESS_3806			ɑ̃ l ə v e	ɑ̃ l ə v e										
UNDRESS_3807											ʃ i + s k o a t e	ʃ i + s k o a t e		
UNDRESS_3808									d ə ʃ p i r	d ə ʃ p i r				
UNDRESS_3809							ɛ k s ʊ ɛ r ɛ	ɛ k s ʊ ɛ r ɛ						
UNDRESS_3810					t ɔ ʎː i e r z i	t ɔ ʎː i e r z i								
UNDRESS_3811			o t e	o t e										
UNDRESS_3812	t̪ ɾ ə w ɾ ə s	t̪ ɾ ə w ɾ ə s												
UP_4135					i n + s u -	i n + s u					ɨ n + s u s	ɨ n + s u s		
UP_4136					i n + a l t o	i n + a l t o								
UP_4137			v ɛː ʁ l ə ʔ o	v ɛː ʁ l ə ʔ o										
UP_4138													a θ j a + a r i β a	a θ j a + a r i β a
UP_4139									p a r a s i m a	p a r a s i m a				
UP_4140							s uː r s ʊ̃	s uː r s ʊ̃						
UP_4141	k ə p + ə m u n̪	k ə p + ə m u n̪												
UP_4142			ɑ̃ n o	ɑ̃ n o										
URGE_(SOMEONE)_4143	i m p ə lˠː i -	i m p ə lˠː i							ĩ - p e l i r	ĩ p e l i r			i m p e l e ɾ	i m p e l e ɾ
URGE_(SOMEONE)_4144					i n tʃ i t a r e	i n tʃ i t a r e	ɪ ŋ k ɪ t aː r ɛ	ɪ ŋ k ɪ t aː r ɛ						
URGE_(SOMEONE)_4145													i m p u l s a ɾ	i m p u l s a ɾ
URGE_(SOMEONE)_4146											ɨ n k u r a ʒ a	ɨ n k u r a ʒ a		
URGE_(SOMEONE)_4147											ɨ m p i n dʒ e	ɨ m p i n dʒ e		
URGE_(SOMEONE)_4148			p u s e	p u s e										
VEIN_4149	β ɛ n ə	β ɛ n ə	v ɛ n -	v ɛ n	v e n a	v e n a	w eː n a	w eː n a	v e j a	v e j a	v ɨ n ə	v ɨ n ə	b e n a	b e n a
VEIN_4150											a r t e r ə	a r t e r ə		
